row_index,time_s,throttle_norm,rudder_norm,measured_speed_mps,measured_yaw_rate_rps,one_step_speed_mps,one_step_yaw_rate_rps,recursive_speed_mps,recursive_yaw_rate_rps
19,1.9796979427337646,0.0,0.0,0.10580600053071976,-0.011226999573409557,nan,nan,nan,nan
20,2.079698085784912,0.0,0.0,0.0921579971909523,-0.01066299993544817,nan,nan,nan,nan
21,2.1796979904174805,0.0,0.0,0.06481699645519257,-0.013918999582529068,0.07927066087722778,-0.010851711966097355,0.07927066087722778,-0.010851711966097355
22,2.279697895050049,0.0,0.0,0.05721199885010719,-0.019843000918626785,0.062125757336616516,-0.015977520495653152,0.08230961859226227,-0.011045674793422222
23,2.3796980381011963,0.0,0.0,0.06282299757003784,-0.020409999415278435,0.07516147941350937,-0.020504415035247803,0.09361357986927032,-0.011171040125191212
24,2.4796979427337646,0.0,0.0,0.07566600292921066,-0.01269499957561493,0.07501514256000519,-0.015193533152341843,0.0984400138258934,-0.011066213250160217
25,2.579698085784912,0.0,0.0,0.09334000200033188,-0.010173000395298004,0.0822308138012886,-0.006732746958732605,0.09466654062271118,-0.010638495907187462
26,2.6796979904174805,0.0,0.0,0.10295099765062332,-0.018765000626444817,0.09457152336835861,-0.014221686869859695,0.08946046233177185,-0.009935247711837292
27,2.779697895050049,0.0,0.0,0.10716799646615982,-0.022936999797821045,0.09323297441005707,-0.025256719440221786,0.08825574070215225,-0.009242317639291286
28,2.8796980381011963,0.0,0.0,0.10291499644517899,-0.015677999705076218,0.09806791692972183,-0.017541298642754555,0.09056803584098816,-0.008956008590757847
29,2.9796979427337646,0.0,0.0,0.09302599728107452,-0.01334299985319376,0.09337801486253738,-0.006803139112889767,0.09313973039388657,-0.00916258990764618
30,3.079698085784912,0.0,0.0,0.08731800317764282,-0.02181600034236908,0.08875388652086258,-0.01646856591105461,0.09382039308547974,-0.00941038690507412
31,3.1796979904174805,0.0,0.0,0.08440200239419937,-0.025953000411391258,0.09182670712471008,-0.027484199032187462,0.09283073991537094,-0.009151056408882141
32,3.279697895050049,0.0,0.0,0.08496399968862534,-0.018081000074744225,0.08884904533624649,-0.020850954577326775,0.09169559180736542,-0.008377937600016594
33,3.3796980381011963,0.0,0.0,0.08640199899673462,-0.015317999757826328,0.08939715474843979,-0.009616978466510773,0.09153969585895538,-0.0076494659297168255
34,3.4796979427337646,0.0,0.0,0.07546199858188629,-0.02572700008749962,0.08876785635948181,-0.019254034385085106,0.09227476269006729,-0.007454889826476574
35,3.579698085784912,0.0,0.0,0.056272998452186584,-0.031165000051259995,0.07158380001783371,-0.03317149728536606,0.09307370334863663,-0.00768616795539856
36,3.6796979904174805,0.0,0.0,0.05299599841237068,-0.02101299911737442,0.05720307305455208,-0.025218425318598747,0.09332752972841263,-0.007801547646522522
37,3.779697895050049,0.0,0.0,0.06032099947333336,-0.014151000417768955,0.06694147735834122,-0.009918351657688618,0.09309764206409454,-0.0074368310160934925
38,3.8796980381011963,0.0,0.0,0.06199600175023079,-0.02466999925673008,0.06936457753181458,-0.017537815496325493,0.09283629804849625,-0.006764314137399197
39,3.9796979427337646,0.0,0.0,0.05990000069141388,-0.03638000041246414,0.06217695027589798,-0.03588707745075226,0.09287019073963165,-0.006253252737224102
40,4.079698085784912,0.0,0.0,0.06131099909543991,-0.026357999071478844,0.060607802122831345,-0.03454634174704552,0.09317034482955933,-0.0061529469676315784
41,4.1796979904174805,0.0,0.0,0.0650700032711029,-0.014917000196874142,0.0631999745965004,-0.010208439081907272,0.09349483996629715,-0.006265692878514528
42,4.279697895050049,0.0,0.0,0.07609099894762039,-0.022590000182390213,0.06520047038793564,-0.014897855930030346,0.09365501254796982,-0.00620582839474082
43,4.379697799682617,0.0,0.0,0.09195099771022797,-0.03771999850869179,0.07887409627437592,-0.03505462780594826,0.09365187585353851,-0.0058164699003100395
44,4.479698181152344,0.0,0.0,0.08603499829769135,-0.03498699888586998,0.09111013263463974,-0.03974797949194908,0.09361962229013443,-0.0052977134473621845
45,4.579698085784912,0.0,0.0,0.06561899930238724,-0.02342900075018406,0.07049639523029327,-0.020553216338157654,0.09367997944355011,-0.004954873118549585
46,4.6796979904174805,0.0,0.0,0.059192001819610596,-0.026642000302672386,0.05831405147910118,-0.01709436997771263,0.09384564310312271,-0.004874808248132467
47,4.779697895050049,0.0,0.0,0.062088001519441605,-0.038913000375032425,0.07003764808177948,-0.03553303703665733,0.09403563290834427,-0.0048690615221858025
48,4.879697799682617,0.0,0.0,0.06932500004768372,-0.039990998804569244,0.07020500302314758,-0.042249102145433426,0.09416431188583374,-0.004703704733401537
49,4.979698181152344,0.0,0.0,0.07945200055837631,-0.03199699893593788,0.07420468330383301,-0.03048720583319664,0.09421578049659729,-0.004341932944953442
50,5.079698085784912,0.0,0.0,0.07947800308465958,-0.029624000191688538,0.08092670142650604,-0.02544381096959114,0.0942443385720253,-0.003952291328459978
51,5.1796979904174805,0.0,0.0,0.06413400173187256,-0.03527100011706352,0.07198838889598846,-0.03264170140028,0.09431349486112595,-0.0037085707299411297
52,5.279697895050049,0.0,0.0,0.05444199964404106,-0.04114000126719475,0.056490179151296616,-0.03911986202001572,0.09443715959787369,-0.003614017739892006
53,5.379697799682617,0.0,0.0,0.04851499944925308,-0.04206699877977371,0.06087639927864075,-0.039657849818468094,0.09457522630691528,-0.0035235064569860697
